id	Fu	Ag	Ex	Re	Vi
0	2.232888509690683	14.318021119172805	13.44403175778557	12.018078242699934	5.09989740867537
1	6.222216242390499	6.541324168418127	12.31869383349377	7.171230587646848	9.506924539924945
2	0.6500572710004899	4.208819942624888	12.587466322605168	7.682018740959243	12.808200617545838
3	14.583159774325864	2.6776767586056183	0.9543069751658233	9.687950312070507	12.952124279328075
4	6.966935741742048	13.873827314276191	6.719532122561016	6.604365396438195	10.036810301427932
5	16.386520433805693	14.905566787676827	6.178735477549125	3.6303779626264556	2.5400627642704796
6	17.586591762079212	7.774741676861447	6.408677853700251	12.746945970151053	1.677905070264269
7	12.860360353414352	4.337021036736079	13.874255985313786	4.8987753266311636	13.512723153479257
8	10.771917538709896	9.628946941081184	7.297378219508987	7.70152985628144	5.730787876338822
9	11.553249507128614	6.476429031544847	11.742750884396818	4.182454913339063	12.244480529610613
